fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route
ONT2,DLA5,92374,dim1,2021-05-11 00:24:54,2021-05-12 23:59:59,"['r21', 'r51', 'r87', 'r111', 'r1523', 'r2556', 'r2806', 'r3106', 'r3306']",
LAS7,DSD1,92037,dim1,2021-05-11 00:24:55,2021-05-12 23:59:59,"['r810', 'r6954', 'r7164']",
PHX6,DPS3,91302,dim1,2021-05-11 00:24:58,2021-05-12 23:59:59,"['r1959', 'r6096', 'r6285']",
ONT2,DPS1,91106,dim1,2021-05-11 00:25:02,2021-05-12 23:59:59,"['r53', 'r89', 'r1579', 'r3442', 'r4242', 'r5202', 'r5842']",
LGB3,DSD1,92124,dim1,2021-05-11 00:25:10,2021-05-12 23:59:59,"['r0', 'r13', 'r992', 'r6788', 'r7088']",
FAT1,DSD2,92057,dim1,2021-05-11 00:25:33,2021-05-12 23:59:59,"['r669', 'r7689', 'r7881']",
FAT1,DPS3,91367,dim1,2021-05-11 00:25:36,2021-05-12 23:59:59,"['r61', 'r109', 'r623', 'r6188', 'r6524']",
BFL1,DPS3,91307,dim1,2021-05-11 00:25:46,2021-05-12 23:59:59,"['r2', 'r15', 'r46', 'r91', 'r448', 'r6076', 'r6391']",
PSP1,DLA5,92374,dim1,2021-05-11 00:25:55,2021-05-12 23:59:59,"['r27', 'r93', 'r2027', 'r2606', 'r3156']",
PHX6,DSD1,92037,dim1,2021-05-11 00:25:56,2021-05-12 23:59:59,"['r49', 'r76', 'r1986', 'r6864', 'r7134']",
LGB3,DPS1,90065,dim1,2021-05-11 00:26:07,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r885', 'r3900', 'r4700']",
OAK4,DSD2,92056,dim1,2021-05-11 00:26:08,2021-05-12 23:59:59,"['r35', 'r104', 'r1508', 'r7580', 'r7700', 'r7784', 'r7856']",
LGB3,DLA5,92407,dim1,2021-05-11 00:26:19,2021-05-12 23:59:59,"['r3', 'r16', 'r39', 'r69', 'r856', 'r2711', 'r2961']",
BFL1,DPS1,91107,dim1,2021-05-11 00:26:20,2021-05-12 23:59:59,"['r47', 'r92', 'r404', 'r4083', 'r5283']",
BFL1,DPS1,90014,dim1,2021-05-11 00:26:21,2021-05-12 23:59:59,"['r47', 'r92', 'r366', 'r4045', 'r5245']",
ONT6,DSD1,92126,dim1,2021-05-11 00:26:45,2021-05-12 23:59:59,"['r6', 'r12', 'r25', 'r97', 'r1833', 'r6639', 'r7359']",
ONT2,DLA5,92557,dim1,2021-05-11 00:26:57,2021-05-12 23:59:59,"['r21', 'r51', 'r87', 'r111', 'r1535', 'r2568', 'r2818', 'r3118', 'r3318']",
LAS7,DLA5,92399,dim1,2021-05-11 00:27:02,2021-05-12 23:59:59,"['r57', 'r78', 'r685', 'r2858', 'r3033']",
LGB7,DPS1,91801,dim1,2021-05-11 00:27:27,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1282', 'r3401', 'r4361', 'r5081', 'r5721']",
SMF1,DLA5,92399,dim1,2021-05-11 00:27:28,2021-05-12 23:59:59,"['r30', 'r99', 'r2197', 'r2633', 'r3208']",
PSP1,DLA5,92359,dim1,2021-05-11 00:27:41,2021-05-12 23:59:59,"['r27', 'r93', 'r2025', 'r2604', 'r3154']",
SMF1,DPS1,90601,dim1,2021-05-11 00:27:56,2021-05-12 23:59:59,"['r2231', 'r3662', 'r5502']",
FAT1,DPS3,91362,dim1,2021-05-11 00:28:07,2021-05-12 23:59:59,"['r61', 'r109', 'r621', 'r6186', 'r6522']",
LGB3,DLA5,92410,dim1,2021-05-11 00:28:13,2021-05-12 23:59:59,"['r3', 'r16', 'r39', 'r69', 'r858', 'r2713', 'r2963']",
LGB7,DSD1,92129,dim1,2021-05-11 00:28:29,2021-05-12 23:59:59,"['r1', 'r17', 'r55', 'r106', 'r1332', 'r6582', 'r6942', 'r7212', 'r7452']",
TUS2,DLA5,92373,dim1,2021-05-11 00:29:11,2021-05-12 23:59:59,"['r36', 'r66', 'r2362', 'r2680', 'r2930']",
OAK4,DLA5,92553,dim1,2021-05-11 00:29:22,2021-05-12 23:59:59,"['r33', 'r63', 'r84', 'r102', 'r1365', 'r2666', 'r2916', 'r3091', 'r3241']",
PSP1,DPS1,90032,dim1,2021-05-11 00:29:29,2021-05-12 23:59:59,"['r2054', 'r3573', 'r5333']",
FAT1,DSD1,92127,dim1,2021-05-11 00:29:37,2021-05-12 23:59:59,"['r658', 'r7000', 'r7480']",
LAS7,DLA5,92354,dim1,2021-05-11 00:29:45,2021-05-12 23:59:59,"['r57', 'r78', 'r680', 'r2853', 'r3028']",
SMF1,DPS1,91001,dim1,2021-05-11 00:29:46,2021-05-12 23:59:59,"['r2237', 'r3668', 'r5508']",
BFL1,DPS1,90640,dim1,2021-05-11 00:29:50,2021-05-12 23:59:59,"['r47', 'r92', 'r388', 'r4067', 'r5267']",
BFL1,DSD1,92126,dim1,2021-05-11 00:29:54,2021-05-12 23:59:59,"['r489', 'r6849', 'r7299']",
LGB3,DPS1,91780,dim1,2021-05-11 00:29:55,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r944', 'r3959', 'r4759']",
PSP1,DPS1,91741,dim1,2021-05-11 00:29:59,2021-05-12 23:59:59,"['r2113', 'r3632', 'r5392']",
PHX6,DPS1,90029,dim1,2021-05-11 00:30:23,2021-05-12 23:59:59,"['r1884', 'r4131', 'r4851']",
LGB3,DPS1,90027,dim1,2021-05-11 00:30:23,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r874', 'r3889', 'r4689']",
BFL1,DPS3,91301,dim1,2021-05-11 00:30:24,2021-05-12 23:59:59,"['r2', 'r15', 'r46', 'r91', 'r446', 'r6074', 'r6389']",
LAS7,DSD1,92123,dim1,2021-05-11 00:30:27,2021-05-12 23:59:59,"['r823', 'r6967', 'r7177']",
LGB7,DLA5,92346,dim1,2021-05-11 00:30:32,2021-05-12 23:59:59,"['r18', 'r54', 'r81', 'r105', 'r1183', 'r2527', 'r2827', 'r3052', 'r3252']",
ONT2,DPS1,90032,dim1,2021-05-11 00:30:34,2021-05-12 23:59:59,"['r53', 'r89', 'r1550', 'r3413', 'r4213', 'r5173', 'r5813']",
TUS2,DPS1,91733,dim1,2021-05-11 00:30:44,2021-05-12 23:59:59,"['r2448', 'r3871', 'r4671']",
BFL1,DSD1,92037,dim1,2021-05-11 00:30:53,2021-05-12 23:59:59,"['r474', 'r6834', 'r7284']",
PSP1,DPS3,91301,dim1,2021-05-11 00:30:55,2021-05-12 23:59:59,"['r2126', 'r5948', 'r6410']",
LGB7,DSD1,92127,dim1,2021-05-11 00:31:10,2021-05-12 23:59:59,"['r1', 'r17', 'r55', 'r106', 'r1330', 'r6580', 'r6940', 'r7210', 'r7450']",
LGB7,DSD1,92129,dim1,2021-05-11 00:31:16,2021-05-12 23:59:59,"['r1', 'r17', 'r55', 'r106', 'r1332', 'r6582', 'r6942', 'r7212', 'r7452']",
PSP1,DPS3,91364,dim1,2021-05-11 00:31:16,2021-05-12 23:59:59,"['r2134', 'r5956', 'r6418']",
PSP1,DSD1,92111,dim1,2021-05-11 00:31:18,2021-05-12 23:59:59,"['r28', 'r94', 'r2162', 'r6662', 'r7322']",
BFL1,DSD1,92129,dim1,2021-05-11 00:31:25,2021-05-12 23:59:59,"['r492', 'r6852', 'r7302']",
BFL1,DPS1,90032,dim1,2021-05-11 00:31:29,2021-05-12 23:59:59,"['r47', 'r92', 'r374', 'r4053', 'r5253']",
LGB3,DSD1,92122,dim1,2021-05-11 00:31:31,2021-05-12 23:59:59,"['r0', 'r13', 'r990', 'r6786', 'r7086']",
LGB3,DPS1,91206,dim1,2021-05-11 00:31:35,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r915', 'r3930', 'r4730']",
OAK4,DSD2,92058,dim1,2021-05-11 00:31:48,2021-05-12 23:59:59,"['r35', 'r104', 'r1510', 'r7582', 'r7702', 'r7786', 'r7858']",
PSP1,DPS1,91107,dim1,2021-05-11 00:31:51,2021-05-12 23:59:59,"['r2084', 'r3603', 'r5363']",
OAK4,DPS1,90028,dim1,2021-05-11 00:31:56,2021-05-12 23:59:59,"['r65', 'r86', 'r1379', 'r3730', 'r4530', 'r5090', 'r5570']",
BFL1,DSD1,92117,dim1,2021-05-11 00:32:03,2021-05-12 23:59:59,"['r483', 'r6843', 'r7293']",
LGB3,DSD1,92037,dim1,2021-05-11 00:32:08,2021-05-12 23:59:59,"['r0', 'r13', 'r978', 'r6774', 'r7074']",
LGB3,DPS1,91702,dim1,2021-05-11 00:32:15,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r930', 'r3945', 'r4745']",
LGB3,DPS1,91741,dim1,2021-05-11 00:32:21,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r937', 'r3952', 'r4752']",
TUS2,DLA5,92354,dim1,2021-05-11 00:32:23,2021-05-12 23:59:59,"['r36', 'r66', 'r2360', 'r2678', 'r2928']",
LGB7,DLA5,92346,dim1,2021-05-11 00:32:27,2021-05-12 23:59:59,"['r18', 'r54', 'r81', 'r105', 'r1183', 'r2527', 'r2827', 'r3052', 'r3252']",
OAK4,DPS1,91010,dim1,2021-05-11 00:32:30,2021-05-12 23:59:59,"['r65', 'r86', 'r1401', 'r3752', 'r4552', 'r5112', 'r5592']",
PSP1,DSD1,92130,dim1,2021-05-11 00:32:39,2021-05-12 23:59:59,"['r28', 'r94', 'r2173', 'r6673', 'r7333']",
FAT1,DLA5,92407,dim1,2021-05-11 00:32:43,2021-05-12 23:59:59,"['r60', 'r108', 'r520', 'r2886', 'r3286']",
FAT1,DPS1,91755,dim1,2021-05-11 00:33:05,2021-05-12 23:59:59,"['r62', 'r110', 'r604', 'r4515', 'r5795']",
PSP1,DPS1,91706,dim1,2021-05-11 00:33:09,2021-05-12 23:59:59,"['r2107', 'r3626', 'r5386']",
SMF1,DSD1,92111,dim1,2021-05-11 00:33:12,2021-05-12 23:59:59,"['r31', 'r100', 'r2330', 'r6692', 'r7382']",
LAS7,DPS1,91104,dim1,2021-05-11 00:33:12,2021-05-12 23:59:59,"['r59', 'r80', 'r737', 'r4400', 'r4960']",
PSP1,DPS3,90290,dim1,2021-05-11 00:33:13,2021-05-12 23:59:59,"['r2125', 'r5947', 'r6409']",
PSP1,DPS1,91770,dim1,2021-05-11 00:33:21,2021-05-12 23:59:59,"['r2117', 'r3636', 'r5396']",
PSP1,DSD1,92127,dim1,2021-05-11 00:33:34,2021-05-12 23:59:59,"['r28', 'r94', 'r2170', 'r6670', 'r7330']",
ONT6,DLA5,92571,dim1,2021-05-11 00:33:44,2021-05-12 23:59:59,"['r24', 'r96', 'r1705', 'r2595', 'r3195']",
LGB3,DPS1,91204,dim1,2021-05-11 00:33:45,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r913', 'r3928', 'r4728']",
TUS2,DSD1,92130,dim1,2021-05-11 00:34:05,2021-05-12 23:59:59,"['r37', 'r67', 'r2509', 'r6763', 'r7063']",
LGB3,DLA5,92571,dim1,2021-05-11 00:34:21,2021-05-12 23:59:59,"['r3', 'r16', 'r39', 'r69', 'r865', 'r2720', 'r2970']",
LGB3,DSD2,92010,dim1,2021-05-11 00:34:37,2021-05-12 23:59:59,"['r1000', 'r7600', 'r7720']",
LGB7,DPS1,90012,dim1,2021-05-11 00:34:38,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1204', 'r3323', 'r4283', 'r5003', 'r5643']",
LGB7,DLA5,92582,dim1,2021-05-11 00:34:46,2021-05-12 23:59:59,"['r18', 'r54', 'r81', 'r105', 'r1202', 'r2546', 'r2846', 'r3071', 'r3271']",
LGB3,DSD2,92058,dim1,2021-05-11 00:34:51,2021-05-12 23:59:59,"['r1006', 'r7606', 'r7726']",
PSP1,DSD1,92122,dim1,2021-05-11 00:34:53,2021-05-12 23:59:59,"['r28', 'r94', 'r2166', 'r6666', 'r7326']",
LGB3,DPS1,91016,dim1,2021-05-11 00:35:08,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r899', 'r3914', 'r4714']",
TUS2,DLA5,92507,dim1,2021-05-11 00:35:10,2021-05-12 23:59:59,"['r36', 'r66', 'r2372', 'r2690', 'r2940']",
BFL1,DPS1,91731,dim1,2021-05-11 00:35:14,2021-05-12 23:59:59,"['r47', 'r92', 'r430', 'r4109', 'r5309']",
BFL1,DSD1,92007,dim1,2021-05-11 00:35:33,2021-05-12 23:59:59,"['r466', 'r6826', 'r7276']",
LGB3,DSD1,92111,dim1,2021-05-11 00:35:41,2021-05-12 23:59:59,"['r0', 'r13', 'r986', 'r6782', 'r7082']",
BFL1,DLA5,92223,dim1,2021-05-11 00:35:41,2021-05-12 23:59:59,"['r45', 'r90', 'r339', 'r2748', 'r3123']",
PSP1,DPS1,91775,dim1,2021-05-11 00:35:41,2021-05-12 23:59:59,"['r2118', 'r3637', 'r5397']",
LAS7,DPS3,90290,dim1,2021-05-11 00:36:04,2021-05-12 23:59:59,"['r58', 'r79', 'r781', 'r6157', 'r6304']",
PSP1,DPS1,90022,dim1,2021-05-11 00:36:06,2021-05-12 23:59:59,"['r2048', 'r3567', 'r5327']",
PSP1,DSD2,92056,dim1,2021-05-11 00:36:09,2021-05-12 23:59:59,"['r29', 'r95', 'r2180', 'r7556', 'r7820']",
PHX6,DPS1,91104,dim1,2021-05-11 00:36:34,2021-05-12 23:59:59,"['r1913', 'r4160', 'r4880']",
FAT1,DPS1,91010,dim1,2021-05-11 00:36:34,2021-05-12 23:59:59,"['r62', 'r110', 'r561', 'r4472', 'r5752']",
FAT1,DSD1,92014,dim1,2021-05-11 00:36:37,2021-05-12 23:59:59,"['r636', 'r6978', 'r7458']",
ONT2,DPS1,91780,dim1,2021-05-11 00:36:43,2021-05-12 23:59:59,"['r53', 'r89', 'r1616', 'r3479', 'r4279', 'r5239', 'r5879']",
LGB7,DPS1,91723,dim1,2021-05-11 00:36:58,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1269', 'r3388', 'r4348', 'r5068', 'r5708']",
LAS7,DSD1,92067,dim1,2021-05-11 00:36:58,2021-05-12 23:59:59,"['r811', 'r6955', 'r7165']",
TUS2,DSD1,92126,dim1,2021-05-11 00:37:20,2021-05-12 23:59:59,"['r37', 'r67', 'r2505', 'r6759', 'r7059']",
FAT1,DSD1,92130,dim1,2021-05-11 00:37:22,2021-05-12 23:59:59,"['r661', 'r7003', 'r7483']",
ONT2,DPS1,91016,dim1,2021-05-11 00:37:37,2021-05-12 23:59:59,"['r53', 'r89', 'r1571', 'r3434', 'r4234', 'r5194', 'r5834']",
ONT2,DPS1,90063,dim1,2021-05-11 00:37:54,2021-05-12 23:59:59,"['r53', 'r89', 'r1556', 'r3419', 'r4219', 'r5179', 'r5819']",
LGB3,DSD1,92122,dim1,2021-05-11 00:37:54,2021-05-12 23:59:59,"['r0', 'r13', 'r990', 'r6786', 'r7086']",
PSP1,DPS1,91731,dim1,2021-05-11 00:37:57,2021-05-12 23:59:59,"['r2110', 'r3629', 'r5389']",
LGB3,DSD1,92130,dim1,2021-05-11 00:38:06,2021-05-12 23:59:59,"['r0', 'r13', 'r997', 'r6793', 'r7093']",
BFL1,DPS1,91205,dim1,2021-05-11 00:38:22,2021-05-12 23:59:59,"['r47', 'r92', 'r410', 'r4089', 'r5289']",
PSP1,DPS1,90028,dim1,2021-05-11 00:38:22,2021-05-12 23:59:59,"['r2051', 'r3570', 'r5330']",
LGB7,DPS1,91104,dim1,2021-05-11 00:38:30,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1241', 'r3360', 'r4320', 'r5040', 'r5680']",
LAS7,DPS1,91803,dim1,2021-05-11 00:38:35,2021-05-12 23:59:59,"['r59', 'r80', 'r779', 'r4442', 'r5002']",
PSP1,DPS1,90640,dim1,2021-05-11 00:38:42,2021-05-12 23:59:59,"['r2068', 'r3587', 'r5347']",
OAK4,DPS3,91307,dim1,2021-05-11 00:38:43,2021-05-12 23:59:59,"['r64', 'r85', 'r1456', 'r5992', 'r6202', 'r6349', 'r6475']",
LGB7,DPS1,91770,dim1,2021-05-11 00:38:51,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1277', 'r3396', 'r4356', 'r5076', 'r5716']",
SMF1,DPS1,91732,dim1,2021-05-11 00:38:52,2021-05-12 23:59:59,"['r2279', 'r3710', 'r5550']",
LGB3,DPS1,91106,dim1,2021-05-11 00:38:56,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r907', 'r3922', 'r4722']",
LAS7,DLA5,92373,dim1,2021-05-11 00:38:57,2021-05-12 23:59:59,"['r57', 'r78', 'r682', 'r2855', 'r3030']",
LGB7,DSD1,92037,dim1,2021-05-11 00:39:18,2021-05-12 23:59:59,"['r1', 'r17', 'r55', 'r106', 'r1314', 'r6564', 'r6924', 'r7194', 'r7434']",
LGB3,DPS3,91362,dim1,2021-05-11 00:39:22,2021-05-12 23:59:59,"['r8', 'r10', 'r40', 'r70', 'r957', 'r6039', 'r6249']",
PSP1,DSD2,92058,dim1,2021-05-11 00:39:31,2021-05-12 23:59:59,"['r29', 'r95', 'r2182', 'r7558', 'r7822']",
ONT2,DSD1,92123,dim1,2021-05-11 00:39:39,2021-05-12 23:59:59,"['r22', 'r112', 'r1663', 'r6607', 'r6907', 'r7267', 'r7507']",
FAT1,DPS3,91356,dim1,2021-05-11 00:39:40,2021-05-12 23:59:59,"['r61', 'r109', 'r618', 'r6183', 'r6519']",
FAT1,DSD2,92008,dim1,2021-05-11 00:39:52,2021-05-12 23:59:59,"['r663', 'r7683', 'r7875']",
PSP1,DPS1,90065,dim1,2021-05-11 00:39:56,2021-05-12 23:59:59,"['r2061', 'r3580', 'r5340']",
LGB3,DSD1,92126,dim1,2021-05-11 00:40:00,2021-05-12 23:59:59,"['r0', 'r13', 'r993', 'r6789', 'r7089']",
OAK4,DSD2,92054,dim1,2021-05-11 00:40:00,2021-05-12 23:59:59,"['r35', 'r104', 'r1507', 'r7579', 'r7699', 'r7783', 'r7855']",
LAS7,DPS1,91754,dim1,2021-05-11 00:40:06,2021-05-12 23:59:59,"['r59', 'r80', 'r771', 'r4434', 'r4994']",
BFL1,DPS3,90265,dim1,2021-05-11 00:40:23,2021-05-12 23:59:59,"['r2', 'r15', 'r46', 'r91', 'r444', 'r6072', 'r6387']",
ONT2,DPS1,91754,dim1,2021-05-11 00:40:26,2021-05-12 23:59:59,"['r53', 'r89', 'r1611', 'r3474', 'r4274', 'r5234', 'r5874']",
TUS2,DLA5,92507,dim1,2021-05-11 00:41:02,2021-05-12 23:59:59,"['r36', 'r66', 'r2372', 'r2690', 'r2940']",
LGB3,DPS3,91307,dim1,2021-05-11 00:41:03,2021-05-12 23:59:59,"['r8', 'r10', 'r40', 'r70', 'r952', 'r6034', 'r6244']",
PSP1,DSD1,92037,dim1,2021-05-11 00:41:06,2021-05-12 23:59:59,"['r28', 'r94', 'r2154', 'r6654', 'r7314']",
FAT1,DLA5,92359,dim1,2021-05-11 00:41:28,2021-05-12 23:59:59,"['r60', 'r108', 'r513', 'r2879', 'r3279']",
PSP1,DSD1,92123,dim1,2021-05-11 00:41:32,2021-05-12 23:59:59,"['r28', 'r94', 'r2167', 'r6667', 'r7327']",
BFL1,DSD1,92129,dim1,2021-05-11 00:41:35,2021-05-12 23:59:59,"['r492', 'r6852', 'r7302']",
OAK4,DSD1,92126,dim1,2021-05-11 00:41:36,2021-05-12 23:59:59,"['r34', 'r103', 'r1497', 'r6729', 'r7029', 'r7239', 'r7419']",
FAT1,DPS1,91106,dim1,2021-05-11 00:41:54,2021-05-12 23:59:59,"['r62', 'r110', 'r571', 'r4482', 'r5762']",
LGB3,DPS1,91106,dim1,2021-05-11 00:41:56,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r907', 'r3922', 'r4722']",
LGB7,DPS1,91206,dim1,2021-05-11 00:41:57,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1251', 'r3370', 'r4330', 'r5050', 'r5690']",
FAT1,DPS1,91007,dim1,2021-05-11 00:41:58,2021-05-12 23:59:59,"['r62', 'r110', 'r559', 'r4470', 'r5750']",
LGB3,DPS1,91722,dim1,2021-05-11 00:42:29,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r932', 'r3947', 'r4747']",
BFL1,DPS3,91362,dim1,2021-05-11 00:42:30,2021-05-12 23:59:59,"['r2', 'r15', 'r46', 'r91', 'r453', 'r6081', 'r6396']",
LGB7,DPS3,91301,dim1,2021-05-11 00:42:39,2021-05-12 23:59:59,"['r19', 'r82', 'r1286', 'r5885', 'r6137', 'r6326', 'r6494']",
LGB3,DSD2,92056,dim1,2021-05-11 00:42:40,2021-05-12 23:59:59,"['r1004', 'r7604', 'r7724']",
LAS7,DLA5,92407,dim1,2021-05-11 00:42:42,2021-05-12 23:59:59,"['r57', 'r78', 'r688', 'r2861', 'r3036']",
FAT1,DPS1,91203,dim1,2021-05-11 00:43:01,2021-05-12 23:59:59,"['r62', 'r110', 'r576', 'r4487', 'r5767']",
TUS2,DPS1,90032,dim1,2021-05-11 00:43:02,2021-05-12 23:59:59,"['r2390', 'r3813', 'r4613']",
LGB3,DSD1,92009,dim1,2021-05-11 00:43:08,2021-05-12 23:59:59,"['r0', 'r13', 'r971', 'r6767', 'r7067']",
PHX6,DPS1,90027,dim1,2021-05-11 00:43:11,2021-05-12 23:59:59,"['r1882', 'r4129', 'r4849']",
LGB3,DSD1,92130,dim1,2021-05-11 00:43:26,2021-05-12 23:59:59,"['r0', 'r13', 'r997', 'r6793', 'r7093']",
ONT2,DSD1,92037,dim1,2021-05-11 00:43:40,2021-05-12 23:59:59,"['r22', 'r112', 'r1650', 'r6594', 'r6894', 'r7254', 'r7494']",
PSP1,DLA5,92553,dim1,2021-05-11 00:43:43,2021-05-12 23:59:59,"['r27', 'r93', 'r2037', 'r2616', 'r3166']",
PSP1,DLA5,92553,dim1,2021-05-11 00:44:10,2021-05-12 23:59:59,"['r27', 'r93', 'r2037', 'r2616', 'r3166']",
LGB7,DPS3,91364,dim1,2021-05-11 00:44:11,2021-05-12 23:59:59,"['r19', 'r82', 'r1294', 'r5893', 'r6145', 'r6334', 'r6502']",
OAK4,DSD2,92056,dim1,2021-05-11 00:44:12,2021-05-12 23:59:59,"['r35', 'r104', 'r1508', 'r7580', 'r7700', 'r7784', 'r7856']",
ONT2,DPS3,91307,dim1,2021-05-11 00:44:15,2021-05-12 23:59:59,"['r52', 'r88', 'r1624', 'r5908', 'r6118', 'r6370', 'r6538']",
SMF1,DSD1,92037,dim1,2021-05-11 00:44:24,2021-05-12 23:59:59,"['r31', 'r100', 'r2322', 'r6684', 'r7374']",
PSP1,DPS1,90065,dim1,2021-05-11 00:44:37,2021-05-12 23:59:59,"['r2061', 'r3580', 'r5340']",
BFL1,DLA5,92583,dim1,2021-05-11 00:44:42,2021-05-12 23:59:59,"['r45', 'r90', 'r363', 'r2772', 'r3147']",
LGB3,DPS1,91722,dim1,2021-05-11 00:44:45,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r932', 'r3947', 'r4747']",
FAT1,DLA5,92553,dim1,2021-05-11 00:44:54,2021-05-12 23:59:59,"['r60', 'r108', 'r525', 'r2891', 'r3291']",
FAT1,DLA5,92399,dim1,2021-05-11 00:45:00,2021-05-12 23:59:59,"['r60', 'r108', 'r517', 'r2883', 'r3283']",
ONT2,DLA5,92583,dim1,2021-05-11 00:45:03,2021-05-12 23:59:59,"['r21', 'r51', 'r87', 'r111', 'r1539', 'r2572', 'r2822', 'r3122', 'r3322']",
LGB7,DPS1,91107,dim1,2021-05-11 00:45:03,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1244', 'r3363', 'r4323', 'r5043', 'r5683']",
LGB3,DLA5,92555,dim1,2021-05-11 00:45:07,2021-05-12 23:59:59,"['r3', 'r16', 'r39', 'r69', 'r862', 'r2717', 'r2967']",
LGB7,DLA5,92553,dim1,2021-05-11 00:45:24,2021-05-12 23:59:59,"['r18', 'r54', 'r81', 'r105', 'r1197', 'r2541', 'r2841', 'r3066', 'r3266']",
SMF1,DLA5,92223,dim1,2021-05-11 00:45:24,2021-05-12 23:59:59,"['r30', 'r99', 'r2187', 'r2623', 'r3198']",
OAK4,DSD1,92024,dim1,2021-05-11 00:45:25,2021-05-12 23:59:59,"['r34', 'r103', 'r1477', 'r6709', 'r7009', 'r7219', 'r7399']",
PSP1,DSD1,92117,dim1,2021-05-11 00:45:25,2021-05-12 23:59:59,"['r28', 'r94', 'r2163', 'r6663', 'r7323']",
LGB3,DPS1,91733,dim1,2021-05-11 00:45:31,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r936', 'r3951', 'r4751']",
LGB7,DPS1,91020,dim1,2021-05-11 00:45:32,2021-05-12 23:59:59,"['r4', 'r9', 'r20', 'r83', 'r1236', 'r3355', 'r4315', 'r5035', 'r5675']",
LGB7,DSD1,92117,dim1,2021-05-11 00:46:07,2021-05-12 23:59:59,"['r1', 'r17', 'r55', 'r106', 'r1323', 'r6573', 'r6933', 'r7203', 'r7443']",
LGB3,DPS1,91754,dim1,2021-05-11 00:46:09,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r939', 'r3954', 'r4754']",
LGB3,DPS1,91770,dim1,2021-05-11 00:46:15,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r941', 'r3956', 'r4756']",
LAS7,DSD1,92129,dim1,2021-05-11 00:46:16,2021-05-12 23:59:59,"['r828', 'r6972', 'r7182']",
LGB3,DPS3,91361,dim1,2021-05-11 00:46:24,2021-05-12 23:59:59,"['r8', 'r10', 'r40', 'r70', 'r956', 'r6038', 'r6248']",
LGB3,DSD2,92083,dim1,2021-05-11 00:46:36,2021-05-12 23:59:59,"['r1009', 'r7609', 'r7729']",
LGB3,DPS1,91030,dim1,2021-05-11 00:46:59,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r902', 'r3917', 'r4717']",
LGB3,DPS1,91803,dim1,2021-05-11 00:47:06,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r947', 'r3962', 'r4762']",
LGB3,DPS1,90063,dim1,2021-05-11 00:47:13,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r884', 'r3899', 'r4699']",
PSP1,DPS1,90012,dim1,2021-05-11 00:47:19,2021-05-12 23:59:59,"['r2044', 'r3563', 'r5323']",
LGB3,DPS1,91803,dim1,2021-05-11 00:47:25,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r947', 'r3962', 'r4762']",
BFL1,DSD1,92126,dim1,2021-05-11 00:47:40,2021-05-12 23:59:59,"['r489', 'r6849', 'r7299']",
LGB3,DPS1,91006,dim1,2021-05-11 00:47:41,2021-05-12 23:59:59,"['r5', 'r14', 'r41', 'r71', 'r894', 'r3909', 'r4709']",
LGB3,DSD2,92028,dim1,2021-05-11 00:47:46,2021-05-12 23:59:59,"['r1002', 'r7602', 'r7722']",
LGB7,DSD1,92122,dim1,2021-05-11 00:47:57,2021-05-12 23:59:59,"['r1', 'r17', 'r55', 'r106', 'r1326', 'r6576', 'r6936', 'r7206', 'r7446']",
LAS7,DPS1,90017,dim1,2021-05-11 00:48:07,2021-05-12 23:59:59,"['r59', 'r80', 'r703', 'r4366', 'r4926']",
LAS7,DLA5,92407,dim1,2021-05-11 00:48:08,2021-05-12 23:59:59,"['r57', 'r78', 'r688', 'r2861', 'r3036']",
