fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route,resource_caps_of_assigned_route,route_cost_map,type,base_cost
OAK4,DLA5,92410,dim1,2021-05-11 00:11:14,2021-05-12 23:59:59,['r33' 'r63' 'r84' 'r102' 'r1362' 'r2663' 'r2913' 'r3088' 'r3238'],r33,"{'j3': 470, 'j41': 35, 'j51': 892, 'j18': 180}","{'r33': 5.03, 'r63': 6.03, 'r84': 6.03, 'r102': 5.43, 'r1362': 5.4, 'r2663': 5.41, 'r2913': 6.04, 'r3088': 6.04, 'r3238': 5.81}",amzl_indirect,1.0
ONT6,DPS1,91775,dim1,2021-05-11 00:11:15,2021-05-12 23:59:59,['r1782' 'r3557' 'r5477'],r3557,"{'j52': 11481, 'j43': 64, 'j51': 891}","{'r1782': 2.52, 'r3557': 2.52, 'r5477': 2.52}",ddu,2.15
PHX6,DPS1,90042,dim1,2021-05-11 00:11:22,2021-05-12 23:59:59,['r1890' 'r4137' 'r4857'],r4137,"{'j52': 11480, 'j44': 45, 'j51': 890}","{'r1890': 5.48, 'r4137': 5.1, 'r4857': 5.36}",ddu,2.19
BFL1,DSD1,92126,dim1,2021-05-11 00:11:28,2021-05-12 23:59:59,['r489' 'r6849' 'r7299'],r489,{},"{'r489': 4.09, 'r6849': 4.1, 'r7299': 4.1}",3p,4.09
LAS7,DSD1,92123,dim1,2021-05-11 00:11:32,2021-05-12 23:59:59,['r823' 'r6967' 'r7177'],r823,{},"{'r823': 4.67, 'r6967': 4.76, 'r7177': 4.76}",3p,4.67
LGB7,DLA5,92354,dim1,2021-05-11 00:11:43,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1184' 'r2528' 'r2828' 'r3053' 'r3253'],r1184,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1184': 2.1, 'r2528': 3.21, 'r2828': 2.61, 'r3053': 3.21, 'r3253': 2.61}",3p,2.1
LGB3,DLA5,92223,dim1,2021-05-11 00:12:08,2021-05-12 23:59:59,['r3' 'r16' 'r39' 'r69' 'r843' 'r2698' 'r2948'],r3,"{'j3': 469, 'j12': 17}","{'r3': 2.22, 'r16': 2.22, 'r39': 2.22, 'r69': 2.22, 'r843': 2.33, 'r2698': 2.39, 'r2948': 2.39}",amzl_direct,1.0
LGB3,DLA5,92374,dim1,2021-05-11 00:12:11,2021-05-12 23:59:59,['r3' 'r16' 'r39' 'r69' 'r851' 'r2706' 'r2956'],r3,"{'j3': 468, 'j12': 16}","{'r3': 2.22, 'r16': 2.22, 'r39': 2.22, 'r69': 2.22, 'r851': 2.22, 'r2706': 2.25, 'r2956': 2.25}",amzl_direct,1.0
BFL1,DSD1,92037,dim1,2021-05-11 00:12:12,2021-05-12 23:59:59,['r474' 'r6834' 'r7284'],r474,{},"{'r474': 4.1, 'r6834': 4.15, 'r7284': 4.15}",3p,4.1
PSP1,DLA5,92223,dim1,2021-05-11 00:12:13,2021-05-12 23:59:59,['r27' 'r93' 'r2019' 'r2598' 'r3148'],r2019,{},"{'r27': 2.52, 'r93': 2.52, 'r2019': 2.02, 'r2598': 3.07, 'r3148': 3.07}",3p,2.02
LGB3,DPS1,91006,dim1,2021-05-11 00:12:25,2021-05-12 23:59:59,['r5' 'r14' 'r41' 'r71' 'r894' 'r3909' 'r4709'],r5,"{'j4': 835, 'j13': 38}","{'r5': 1.24, 'r14': 1.24, 'r41': 1.24, 'r71': 1.24, 'r894': 2.29, 'r3909': 2.64, 'r4709': 2.64}",amzl_direct,1.0
LGB3,DSD1,92025,dim1,2021-05-11 00:12:37,2021-05-12 23:59:59,['r0' 'r13' 'r974' 'r6770' 'r7070'],r974,{},"{'r0': 2.82, 'r13': 2.82, 'r974': 2.68, 'r6770': 2.88, 'r7070': 2.88}",3p,2.68
LGB7,DSD1,92037,dim1,2021-05-11 00:12:49,2021-05-12 23:59:59,['r1' 'r17' 'r55' 'r106' 'r1314' 'r6564' 'r6924' 'r7194' 'r7434'],r1,"{'j6': 422, 'j26': 11}","{'r1': 1.19, 'r17': 1.19, 'r55': 1.19, 'r106': 1.19, 'r1314': 2.9, 'r6564': 4.05, 'r6924': 3.04, 'r7194': 4.05, 'r7434': 3.04}",amzl_direct,1.0
FAT1,DSD1,92037,dim1,2021-05-11 00:12:52,2021-05-12 23:59:59,['r642' 'r6984' 'r7464'],r642,{},"{'r642': 5.02, 'r6984': 5.05, 'r7464': 5.05}",3p,5.02
LAS7,DSD1,92122,dim1,2021-05-11 00:12:56,2021-05-12 23:59:59,['r822' 'r6966' 'r7176'],r822,{},"{'r822': 4.66, 'r6966': 4.73, 'r7176': 4.73}",3p,4.66
PSP1,DSD1,92037,dim1,2021-05-11 00:13:10,2021-05-12 23:59:59,['r28' 'r94' 'r2154' 'r6654' 'r7314'],r28,"{'j6': 421, 'j45': 218, 'j51': 889, 'j49': 328}","{'r28': 1.5, 'r94': 1.5, 'r2154': 2.77, 'r6654': 3.35, 'r7314': 3.35}",amzl_indirect,1.0
BFL1,DSD1,92111,dim1,2021-05-11 00:13:11,2021-05-12 23:59:59,['r482' 'r6842' 'r7292'],r482,{},"{'r482': 4.14, 'r6842': 4.17, 'r7292': 4.17}",3p,4.14
PHX6,DPS1,91801,dim1,2021-05-11 00:13:15,2021-05-12 23:59:59,['r1954' 'r4201' 'r4921'],r4201,"{'j52': 11479, 'j44': 44, 'j51': 888}","{'r1954': 5.44, 'r4201': 5.06, 'r4921': 5.32}",ddu,2.15
PHX6,DPS1,90026,dim1,2021-05-11 00:13:46,2021-05-12 23:59:59,['r1881' 'r4128' 'r4848'],r4128,"{'j52': 11478, 'j44': 43, 'j51': 887}","{'r1881': 5.52, 'r4128': 5.11, 'r4848': 5.37}",ddu,2.2
LGB7,DLA5,92377,dim1,2021-05-11 00:13:49,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1188' 'r2532' 'r2832' 'r3057' 'r3257'],r1188,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1188': 2.01, 'r2532': 3.28, 'r2832': 2.55, 'r3057': 3.28, 'r3257': 2.55}",3p,2.01
TUS2,DLA5,92399,dim1,2021-05-11 00:13:52,2021-05-12 23:59:59,['r36' 'r66' 'r2365' 'r2683' 'r2933'],r2365,{},"{'r36': 5.92, 'r66': 5.92, 'r2365': 5.87, 'r2683': 6.44, 'r2933': 6.44}",3p,5.87
LGB3,DLA5,92324,dim1,2021-05-11 00:14:01,2021-05-12 23:59:59,['r3' 'r16' 'r39' 'r69' 'r846' 'r2701' 'r2951'],r846,{},"{'r3': 2.22, 'r16': 2.22, 'r39': 2.22, 'r69': 2.22, 'r846': 2.14, 'r2701': 2.24, 'r2951': 2.24}",3p,2.14
BFL1,DPS1,91770,dim1,2021-05-11 00:14:03,2021-05-12 23:59:59,['r47' 'r92' 'r437' 'r4116' 'r5316'],r47,"{'j4': 834, 'j2': 138, 'j22': 904, 'j19': 658}","{'r47': 2.33, 'r92': 2.33, 'r437': 3.13, 'r4116': 3.76, 'r5316': 3.76}",amzl_indirect,1.0
LGB3,DPS1,90026,dim1,2021-05-11 00:14:09,2021-05-12 23:59:59,['r5' 'r14' 'r41' 'r71' 'r873' 'r3888' 'r4688'],r5,"{'j4': 833, 'j13': 37}","{'r5': 1.24, 'r14': 1.24, 'r41': 1.24, 'r71': 1.24, 'r873': 2.41, 'r3888': 2.78, 'r4688': 2.78}",amzl_direct,1.0
BFL1,DSD1,92111,dim1,2021-05-11 00:14:18,2021-05-12 23:59:59,['r482' 'r6842' 'r7292'],r482,{},"{'r482': 4.14, 'r6842': 4.17, 'r7292': 4.17}",3p,4.14
SMF1,DPS1,90063,dim1,2021-05-11 00:14:21,2021-05-12 23:59:59,['r2228' 'r3659' 'r5499'],r3659,"{'j52': 11477, 'j46': 73, 'j51': 886}","{'r2228': 5.7, 'r3659': 5.59, 'r5499': 5.61}",ddu,2.15
PHX6,DSD2,92056,dim1,2021-05-11 00:14:48,2021-05-12 23:59:59,['r50' 'r77' 'r2012' 'r7640' 'r7748'],r50,"{'j7': 116, 'j44': 42, 'j51': 885, 'j50': 91}","{'r50': 3.91, 'r77': 4.17, 'r2012': 4.95, 'r7640': 5.55, 'r7748': 5.81}",amzl_indirect,1.0
LGB7,DSD2,92054,dim1,2021-05-11 00:14:49,2021-05-12 23:59:59,['r7' 'r11' 'r56' 'r107' 'r1339' 'r7519' 'r7663' 'r7771' 'r7867'],r7,"{'j7': 115, 'j27': 1}","{'r7': 1.19, 'r11': 1.19, 'r56': 1.19, 'r107': 1.19, 'r1339': 2.64, 'r7519': 3.8, 'r7663': 2.8, 'r7771': 3.8, 'r7867': 2.8}",amzl_direct,1.0
FAT1,DLA5,92555,dim1,2021-05-11 00:14:52,2021-05-12 23:59:59,['r60' 'r108' 'r526' 'r2892' 'r3292'],r60,"{'j3': 467, 'j9': 130, 'j22': 903, 'j18': 179}","{'r60': 4.21, 'r108': 4.21, 'r526': 4.41, 'r2892': 4.31, 'r3292': 4.31}",amzl_indirect,1.0
ONT2,DSD1,92127,dim1,2021-05-11 00:14:53,2021-05-12 23:59:59,['r22' 'r112' 'r1666' 'r6610' 'r6910' 'r7270' 'r7510'],r22,"{'j6': 420, 'j42': 29, 'j51': 884, 'j49': 327}","{'r22': 1.33, 'r112': 1.36, 'r1666': 2.74, 'r6610': 3.12, 'r6910': 4.16, 'r7270': 4.19, 'r7510': 3.15}",amzl_indirect,1.0
LGB7,DSD1,92037,dim1,2021-05-11 00:14:53,2021-05-12 23:59:59,['r1' 'r17' 'r55' 'r106' 'r1314' 'r6564' 'r6924' 'r7194' 'r7434'],r1,"{'j6': 419, 'j26': 10}","{'r1': 1.19, 'r17': 1.19, 'r55': 1.19, 'r106': 1.19, 'r1314': 2.9, 'r6564': 4.05, 'r6924': 3.04, 'r7194': 4.05, 'r7434': 3.04}",amzl_direct,1.0
LAS7,DPS1,91011,dim1,2021-05-11 00:15:01,2021-05-12 23:59:59,['r59' 'r80' 'r730' 'r4393' 'r4953'],r59,"{'j4': 832, 'j11': 126, 'j22': 902, 'j19': 657}","{'r59': 2.92, 'r80': 2.92, 'r730': 4.28, 'r4393': 4.42, 'r4953': 4.42}",amzl_indirect,1.0
LAS7,DPS1,91202,dim1,2021-05-11 00:15:04,2021-05-12 23:59:59,['r59' 'r80' 'r743' 'r4406' 'r4966'],r59,"{'j4': 831, 'j11': 125, 'j22': 901, 'j19': 656}","{'r59': 2.92, 'r80': 2.92, 'r743': 4.33, 'r4406': 4.46, 'r4966': 4.46}",amzl_indirect,1.0
FAT1,DPS1,90027,dim1,2021-05-11 00:15:19,2021-05-12 23:59:59,['r62' 'r110' 'r538' 'r4449' 'r5729'],r62,"{'j4': 830, 'j9': 129, 'j22': 900, 'j19': 655}","{'r62': 3.23, 'r110': 3.23, 'r538': 3.97, 'r4449': 4.78, 'r5729': 4.78}",amzl_indirect,1.0
ONT6,DPS1,91754,dim1,2021-05-11 00:15:51,2021-05-12 23:59:59,['r1779' 'r3554' 'r5474'],r3554,"{'j52': 11476, 'j43': 63, 'j51': 883}","{'r1779': 2.54, 'r3554': 2.5, 'r5474': 2.5}",ddu,2.13
PSP1,DPS1,90028,dim1,2021-05-11 00:15:59,2021-05-12 23:59:59,['r2051' 'r3570' 'r5330'],r3570,"{'j52': 11475, 'j45': 217, 'j51': 882}","{'r2051': 2.77, 'r3570': 2.74, 'r5330': 2.74}",ddu,2.24
TUS2,DLA5,92557,dim1,2021-05-11 00:16:04,2021-05-12 23:59:59,['r36' 'r66' 'r2375' 'r2693' 'r2943'],r36,"{'j3': 466, 'j47': 99, 'j51': 881, 'j18': 178}","{'r36': 5.92, 'r66': 5.92, 'r2375': 5.97, 'r2693': 6.31, 'r2943': 6.31}",amzl_indirect,1.0
FAT1,DSD1,92129,dim1,2021-05-11 00:16:13,2021-05-12 23:59:59,['r660' 'r7002' 'r7482'],r7002,"{'j21': 11497, 'j9': 128, 'j22': 899}","{'r660': 4.98, 'r7002': 4.97, 'r7482': 4.97}",ddu,2.78
LGB3,DLA5,92223,dim1,2021-05-11 00:16:16,2021-05-12 23:59:59,['r3' 'r16' 'r39' 'r69' 'r843' 'r2698' 'r2948'],r3,"{'j3': 465, 'j12': 15}","{'r3': 2.22, 'r16': 2.22, 'r39': 2.22, 'r69': 2.22, 'r843': 2.33, 'r2698': 2.39, 'r2948': 2.39}",amzl_direct,1.0
PSP1,DPS1,90042,dim1,2021-05-11 00:16:36,2021-05-12 23:59:59,['r2058' 'r3577' 'r5337'],r3577,"{'j52': 11474, 'j45': 216, 'j51': 880}","{'r2058': 2.7, 'r3577': 2.69, 'r5337': 2.69}",ddu,2.19
PSP1,DPS3,91377,dim1,2021-05-11 00:16:48,2021-05-12 23:59:59,['r2136' 'r5958' 'r6420'],r5958,"{'j52': 11473, 'j45': 215, 'j51': 879}","{'r2136': 3.03, 'r5958': 2.99, 'r6420': 2.99}",ddu,2.49
FAT1,DSD1,92007,dim1,2021-05-11 00:16:51,2021-05-12 23:59:59,['r634' 'r6976' 'r7456'],r634,{},"{'r634': 4.9, 'r6976': 4.92, 'r7456': 4.92}",3p,4.9
FAT1,DPS1,90028,dim1,2021-05-11 00:16:58,2021-05-12 23:59:59,['r62' 'r110' 'r539' 'r4450' 'r5730'],r62,"{'j4': 829, 'j9': 127, 'j22': 898, 'j19': 654}","{'r62': 3.23, 'r110': 3.23, 'r539': 3.97, 'r4450': 4.8, 'r5730': 4.8}",amzl_indirect,1.0
FAT1,DPS1,91104,dim1,2021-05-11 00:17:01,2021-05-12 23:59:59,['r62' 'r110' 'r569' 'r4480' 'r5760'],r62,"{'j4': 828, 'j9': 126, 'j22': 897, 'j19': 653}","{'r62': 3.23, 'r110': 3.23, 'r569': 3.97, 'r4480': 4.69, 'r5760': 4.69}",amzl_indirect,1.0
LGB7,DLA5,92374,dim1,2021-05-11 00:17:02,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1187' 'r2531' 'r2831' 'r3056' 'r3256'],r1187,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1187': 2.14, 'r2531': 3.24, 'r2831': 2.66, 'r3056': 3.24, 'r3256': 2.66}",3p,2.14
LGB3,DSD1,92126,dim1,2021-05-11 00:17:11,2021-05-12 23:59:59,['r0' 'r13' 'r993' 'r6789' 'r7089'],r993,{},"{'r0': 2.82, 'r13': 2.82, 'r993': 2.79, 'r6789': 3.01, 'r7089': 3.01}",3p,2.79
TUS2,DLA5,92555,dim1,2021-05-11 00:17:16,2021-05-12 23:59:59,['r36' 'r66' 'r2374' 'r2692' 'r2942'],r36,"{'j3': 464, 'j47': 98, 'j51': 878, 'j18': 177}","{'r36': 5.92, 'r66': 5.92, 'r2374': 5.92, 'r2692': 6.36, 'r2942': 6.36}",amzl_indirect,1.0
BFL1,DLA5,92324,dim1,2021-05-11 00:17:20,2021-05-12 23:59:59,['r45' 'r90' 'r342' 'r2751' 'r3126'],r45,"{'j3': 463, 'j2': 137, 'j22': 896, 'j18': 176}","{'r45': 3.31, 'r90': 3.31, 'r342': 3.37, 'r2751': 3.33, 'r3126': 3.33}",amzl_indirect,1.0
LGB7,DLA5,92555,dim1,2021-05-11 00:17:39,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1198' 'r2542' 'r2842' 'r3067' 'r3267'],r1198,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1198': 2.19, 'r2542': 3.31, 'r2842': 2.65, 'r3067': 3.31, 'r3267': 2.65}",3p,2.19
PHX6,DSD1,92108,dim1,2021-05-11 00:17:40,2021-05-12 23:59:59,['r49' 'r76' 'r1993' 'r6871' 'r7141'],r49,"{'j6': 418, 'j44': 41, 'j51': 877, 'j49': 326}","{'r49': 3.91, 'r76': 4.17, 'r1993': 4.9, 'r6871': 5.84, 'r7141': 6.1}",amzl_indirect,1.0
BFL1,DPS1,91706,dim1,2021-05-11 00:17:48,2021-05-12 23:59:59,['r47' 'r92' 'r427' 'r4106' 'r5306'],r47,"{'j4': 827, 'j2': 136, 'j22': 895, 'j19': 652}","{'r47': 2.33, 'r92': 2.33, 'r427': 3.15, 'r4106': 3.7, 'r5306': 3.7}",amzl_indirect,1.0
FAT1,DLA5,92346,dim1,2021-05-11 00:17:49,2021-05-12 23:59:59,['r60' 'r108' 'r511' 'r2877' 'r3277'],r60,"{'j3': 462, 'j9': 125, 'j22': 894, 'j18': 175}","{'r60': 4.21, 'r108': 4.21, 'r511': 4.29, 'r2877': 4.24, 'r3277': 4.24}",amzl_indirect,1.0
PSP1,DSD2,92056,dim1,2021-05-11 00:18:30,2021-05-12 23:59:59,['r29' 'r95' 'r2180' 'r7556' 'r7820'],r29,"{'j7': 114, 'j45': 214, 'j51': 876, 'j50': 90}","{'r29': 1.5, 'r95': 1.5, 'r2180': 2.53, 'r7556': 3.14, 'r7820': 3.14}",amzl_indirect,1.0
ONT6,DLA5,92324,dim1,2021-05-11 00:18:33,2021-05-12 23:59:59,['r24' 'r96' 'r1686' 'r2576' 'r3176'],r1686,{},"{'r24': 2.39, 'r96': 2.39, 'r1686': 2.14, 'r2576': 2.75, 'r3176': 2.75}",3p,2.14
TUS2,DLA5,92553,dim1,2021-05-11 00:18:54,2021-05-12 23:59:59,['r36' 'r66' 'r2373' 'r2691' 'r2941'],r36,"{'j3': 461, 'j47': 97, 'j51': 875, 'j18': 174}","{'r36': 5.92, 'r66': 5.92, 'r2373': 5.96, 'r2691': 6.31, 'r2941': 6.31}",amzl_indirect,1.0
LGB7,DLA5,92410,dim1,2021-05-11 00:19:01,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1194' 'r2538' 'r2838' 'r3063' 'r3263'],r1194,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1194': 2.06, 'r2538': 3.22, 'r2838': 2.59, 'r3063': 3.22, 'r3263': 2.59}",3p,2.06
LAS7,DSD1,92130,dim1,2021-05-11 00:19:02,2021-05-12 23:59:59,['r829' 'r6973' 'r7183'],r829,{},"{'r829': 4.61, 'r6973': 4.66, 'r7183': 4.66}",3p,4.61
PSP1,DPS1,91007,dim1,2021-05-11 00:19:03,2021-05-12 23:59:59,['r2071' 'r3590' 'r5350'],r2071,{},"{'r2071': 2.62, 'r3590': 2.65, 'r5350': 2.65}",3p,2.62
TUS2,DLA5,92324,dim1,2021-05-11 00:19:07,2021-05-12 23:59:59,['r36' 'r66' 'r2358' 'r2676' 'r2926'],r36,"{'j3': 460, 'j47': 96, 'j51': 874, 'j18': 173}","{'r36': 5.92, 'r66': 5.92, 'r2358': 6.03, 'r2676': 6.28, 'r2926': 6.28}",amzl_indirect,1.0
BFL1,DLA5,92354,dim1,2021-05-11 00:19:35,2021-05-12 23:59:59,['r45' 'r90' 'r344' 'r2753' 'r3128'],r45,"{'j3': 459, 'j2': 135, 'j22': 893, 'j18': 172}","{'r45': 3.31, 'r90': 3.31, 'r344': 3.41, 'r2753': 3.31, 'r3128': 3.31}",amzl_indirect,1.0
OAK4,DSD2,92011,dim1,2021-05-11 00:19:50,2021-05-12 23:59:59,['r35' 'r104' 'r1505' 'r7577' 'r7697' 'r7781' 'r7853'],r35,"{'j7': 113, 'j41': 34, 'j51': 873, 'j50': 89}","{'r35': 4.01, 'r104': 4.41, 'r1505': 5.95, 'r7577': 5.69, 'r7697': 6.68, 'r7781': 6.68, 'r7853': 6.09}",amzl_indirect,1.0
LGB7,DLA5,92359,dim1,2021-05-11 00:20:00,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1185' 'r2529' 'r2829' 'r3054' 'r3254'],r1185,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1185': 2.17, 'r2529': 3.28, 'r2829': 2.7, 'r3054': 3.28, 'r3254': 2.7}",3p,2.17
BFL1,DLA5,92553,dim1,2021-05-11 00:20:00,2021-05-12 23:59:59,['r45' 'r90' 'r357' 'r2766' 'r3141'],r45,"{'j3': 458, 'j2': 134, 'j22': 892, 'j18': 171}","{'r45': 3.31, 'r90': 3.31, 'r357': 3.48, 'r2766': 3.4, 'r3141': 3.4}",amzl_indirect,1.0
SMF1,DPS3,91320,dim1,2021-05-11 00:20:11,2021-05-12 23:59:59,['r2297' 'r5972' 'r6455'],r2297,{},"{'r2297': 5.43, 'r5972': 6.03, 'r6455': 6.05}",3p,5.43
LGB7,DLA5,92377,dim1,2021-05-11 00:20:19,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1188' 'r2532' 'r2832' 'r3057' 'r3257'],r1188,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1188': 2.01, 'r2532': 3.28, 'r2832': 2.55, 'r3057': 3.28, 'r3257': 2.55}",3p,2.01
FAT1,DLA5,92223,dim1,2021-05-11 00:20:19,2021-05-12 23:59:59,['r60' 'r108' 'r507' 'r2873' 'r3273'],r60,"{'j3': 457, 'j9': 124, 'j22': 891, 'j18': 170}","{'r60': 4.21, 'r108': 4.21, 'r507': 4.46, 'r2873': 4.38, 'r3273': 4.38}",amzl_indirect,1.0
TUS2,DLA5,92346,dim1,2021-05-11 00:20:25,2021-05-12 23:59:59,['r36' 'r66' 'r2359' 'r2677' 'r2927'],r36,"{'j3': 456, 'j47': 95, 'j51': 872, 'j18': 169}","{'r36': 5.92, 'r66': 5.92, 'r2359': 5.98, 'r2677': 6.36, 'r2927': 6.36}",amzl_indirect,1.0
PSP1,DPS1,91006,dim1,2021-05-11 00:20:39,2021-05-12 23:59:59,['r2070' 'r3589' 'r5349'],r2070,{},"{'r2070': 2.61, 'r3589': 2.65, 'r5349': 2.65}",3p,2.61
LGB7,DPS1,91702,dim1,2021-05-11 00:20:39,2021-05-12 23:59:59,['r4' 'r9' 'r20' 'r83' 'r1266' 'r3385' 'r4345' 'r5065' 'r5705'],r4,"{'j4': 826, 'j25': 16}","{'r4': 2.22, 'r9': 2.22, 'r20': 2.22, 'r83': 2.22, 'r1266': 2.29, 'r3385': 3.56, 'r4345': 2.34, 'r5065': 3.56, 'r5705': 2.34}",amzl_direct,1.0
SMF1,DSD1,92130,dim1,2021-05-11 00:20:52,2021-05-12 23:59:59,['r31' 'r100' 'r2341' 'r6703' 'r7393'],r31,"{'j6': 417, 'j46': 72, 'j51': 871, 'j49': 325}","{'r31': 4.44, 'r100': 4.46, 'r2341': 6.64, 'r6703': 6.24, 'r7393': 6.26}",amzl_indirect,1.0
LAS7,DLA5,92571,dim1,2021-05-11 00:20:54,2021-05-12 23:59:59,['r57' 'r78' 'r697' 'r2870' 'r3045'],r57,"{'j3': 455, 'j11': 124, 'j22': 890, 'j18': 168}","{'r57': 3.9, 'r78': 3.9, 'r697': 4.09, 'r2870': 4.06, 'r3045': 4.06}",amzl_indirect,1.0
LGB3,DPS1,90013,dim1,2021-05-11 00:21:15,2021-05-12 23:59:59,['r5' 'r14' 'r41' 'r71' 'r869' 'r3884' 'r4684'],r5,"{'j4': 825, 'j13': 36}","{'r5': 1.24, 'r14': 1.24, 'r41': 1.24, 'r71': 1.24, 'r869': 2.4, 'r3884': 2.76, 'r4684': 2.76}",amzl_direct,1.0
FAT1,DPS1,91733,dim1,2021-05-11 00:21:15,2021-05-12 23:59:59,['r62' 'r110' 'r600' 'r4511' 'r5791'],r62,"{'j4': 824, 'j9': 123, 'j22': 889, 'j19': 651}","{'r62': 3.23, 'r110': 3.23, 'r600': 4.06, 'r4511': 4.64, 'r5791': 4.64}",amzl_indirect,1.0
LGB7,DLA5,92324,dim1,2021-05-11 00:21:20,2021-05-12 23:59:59,['r18' 'r54' 'r81' 'r105' 'r1182' 'r2526' 'r2826' 'r3051' 'r3251'],r1182,{},"{'r18': 3.21, 'r54': 2.21, 'r81': 3.21, 'r105': 2.21, 'r1182': 2.06, 'r2526': 3.23, 'r2826': 2.57, 'r3051': 3.23, 'r3251': 2.57}",3p,2.06
PSP1,DLA5,92571,dim1,2021-05-11 00:21:49,2021-05-12 23:59:59,['r27' 'r93' 'r2041' 'r2620' 'r3170'],r2041,{},"{'r27': 2.52, 'r93': 2.52, 'r2041': 2.14, 'r2620': 2.93, 'r3170': 2.93}",3p,2.14
BFL1,DPS1,91011,dim1,2021-05-11 00:22:01,2021-05-12 23:59:59,['r47' 'r92' 'r394' 'r4073' 'r5273'],r47,"{'j4': 823, 'j2': 133, 'j22': 888, 'j19': 650}","{'r47': 2.33, 'r92': 2.33, 'r394': 3.01, 'r4073': 3.83, 'r5273': 3.83}",amzl_indirect,1.0
BFL1,DPS1,91101,dim1,2021-05-11 00:22:04,2021-05-12 23:59:59,['r47' 'r92' 'r399' 'r4078' 'r5278'],r47,"{'j4': 822, 'j2': 132, 'j22': 887, 'j19': 649}","{'r47': 2.33, 'r92': 2.33, 'r399': 3.06, 'r4078': 3.8, 'r5278': 3.8}",amzl_indirect,1.0
ONT6,DPS1,91103,dim1,2021-05-11 00:22:10,2021-05-12 23:59:59,['r1744' 'r3519' 'r5439'],r3519,"{'j52': 11472, 'j43': 62, 'j51': 870}","{'r1744': 2.57, 'r3519': 2.57, 'r5439': 2.57}",ddu,2.2
LGB7,DPS1,90027,dim1,2021-05-11 00:22:16,2021-05-12 23:59:59,['r4' 'r9' 'r20' 'r83' 'r1210' 'r3329' 'r4289' 'r5009' 'r5649'],r4,"{'j4': 821, 'j25': 15}","{'r4': 2.22, 'r9': 2.22, 'r20': 2.22, 'r83': 2.22, 'r1210': 2.51, 'r3329': 3.78, 'r4289': 2.42, 'r5009': 3.78, 'r5649': 2.42}",amzl_direct,1.0
TUS2,DSD1,92037,dim1,2021-05-11 00:22:16,2021-05-12 23:59:59,['r37' 'r67' 'r2490' 'r6744' 'r7044'],r37,"{'j6': 416, 'j47': 94, 'j51': 869, 'j49': 324}","{'r37': 4.9, 'r67': 4.9, 'r2490': 5.83, 'r6744': 6.75, 'r7044': 6.75}",amzl_indirect,1.0
FAT1,DPS1,90042,dim1,2021-05-11 00:22:22,2021-05-12 23:59:59,['r62' 'r110' 'r546' 'r4457' 'r5737'],r62,"{'j4': 820, 'j9': 122, 'j22': 886, 'j19': 648}","{'r62': 3.23, 'r110': 3.23, 'r546': 3.99, 'r4457': 4.72, 'r5737': 4.72}",amzl_indirect,1.0
PSP1,DPS3,91320,dim1,2021-05-11 00:22:33,2021-05-12 23:59:59,['r2129' 'r5951' 'r6413'],r5951,"{'j52': 11471, 'j45': 213, 'j51': 868}","{'r2129': 3.12, 'r5951': 3.09, 'r6413': 3.09}",ddu,2.59
BFL1,DPS1,90057,dim1,2021-05-11 00:22:34,2021-05-12 23:59:59,['r47' 'r92' 'r379' 'r4058' 'r5258'],r47,"{'j4': 819, 'j2': 131, 'j22': 885, 'j19': 647}","{'r47': 2.33, 'r92': 2.33, 'r379': 3.09, 'r4058': 3.87, 'r5258': 3.87}",amzl_indirect,1.0
LAS7,DPS3,91361,dim1,2021-05-11 00:22:45,2021-05-12 23:59:59,['r58' 'r79' 'r788' 'r6164' 'r6311'],r58,"{'j5': 177, 'j11': 123, 'j22': 884, 'j20': 138}","{'r58': 2.94, 'r79': 2.94, 'r788': 4.61, 'r6164': 4.79, 'r6311': 4.79}",amzl_indirect,1.0
BFL1,DPS1,91106,dim1,2021-05-11 00:22:53,2021-05-12 23:59:59,['r47' 'r92' 'r403' 'r4082' 'r5282'],r47,"{'j4': 818, 'j2': 130, 'j22': 883, 'j19': 646}","{'r47': 2.33, 'r92': 2.33, 'r403': 3.07, 'r4082': 3.79, 'r5282': 3.79}",amzl_indirect,1.0
